plantID	tillerID	leafID	position	extraID	x1	y1	z1	x2	y2	z2	x3	y3	z3	NpArea	Kt	Kr	facetS	6h_totalPPFD	7h_totalPPFD	8h_totalPPFD	9h_totalPPFD	10h_totalPPFD	11h_totalPPFD	12h_totalPPFD	13h_totalPPFD	14h_totalPPFD	15h_totalPPFD	16h_totalPPFD	17h_totalPPFD	18h_totalPPFD	
1	3.00	6.00	0.26	0.00	0.02	2.97	22.33	0.55	3.05	24.26	0.09	3.34	22.30	0.00	0.0000	0.0000	0.3783	60.82	15.23	98.91	246.77	630.47	855.04	1068.50	979.64	889.84	718.70	574.35	76.13	24.33	
1	3.00	6.00	0.29	0.00	0.09	3.34	22.30	0.55	3.05	24.26	0.64	3.48	24.22	0.00	0.0000	0.0000	0.4413	48.66	71.79	77.09	400.05	613.69	837.12	1024.84	1010.45	952.19	778.87	517.98	91.37	31.28	
1	3.00	6.00	0.34	0.00	0.55	3.05	24.26	1.07	3.13	26.19	0.64	3.48	24.22	0.00	0.0000	0.0000	0.4412	27.81	84.86	100.23	237.33	547.80	857.42	985.79	1036.82	953.69	443.33	153.95	97.91	20.86	
1	3.00	6.00	0.37	0.00	0.64	3.48	24.22	1.07	3.13	26.19	1.18	3.62	26.14	0.00	0.0000	0.0000	0.5043	51.71	68.53	178.66	395.15	647.38	806.07	969.06	1046.53	810.74	522.30	307.49	74.25	54.75	
1	3.00	6.00	0.42	0.00	1.07	3.13	26.19	1.60	3.21	28.11	1.18	3.62	26.14	0.00	0.0000	0.0000	0.5030	48.79	91.61	94.68	243.71	352.03	666.05	994.59	967.81	993.95	689.78	87.92	97.33	51.84	
1	3.00	6.00	0.45	0.00	1.18	3.62	26.14	1.60	3.21	28.11	1.71	3.73	28.06	0.00	0.0000	0.0000	0.5324	51.86	81.14	115.01	75.51	105.61	528.50	964.95	1104.32	1043.62	897.21	70.29	70.33	37.46	
1	3.00	6.00	0.50	0.00	1.60	3.21	28.11	2.13	3.30	30.04	1.71	3.73	28.06	0.00	0.0000	0.0000	0.5348	34.42	26.93	82.70	321.06	200.99	43.25	1036.50	1058.37	963.28	845.39	84.75	70.01	51.63	
1	3.00	6.00	0.52	0.00	1.71	3.73	28.06	2.13	3.30	30.04	2.24	3.81	29.99	0.00	0.0000	0.0000	0.5249	23.38	82.30	116.65	265.18	441.07	742.74	912.75	1008.21	934.23	897.58	308.36	93.27	35.07	
1	3.00	6.00	0.58	0.00	2.13	3.30	30.04	2.66	3.38	31.97	2.24	3.81	29.99	0.00	0.0000	0.0000	0.5249	40.91	154.05	80.90	191.77	629.14	752.34	938.33	1051.69	935.36	696.57	507.60	133.09	46.76	
1	3.00	6.00	0.60	0.00	2.24	3.81	29.99	2.66	3.38	31.97	2.76	3.88	31.92	0.00	0.0000	0.0000	0.5123	59.88	73.08	74.11	100.64	608.77	835.62	1002.71	1002.87	984.42	845.95	585.38	124.61	26.95	
1	3.00	6.00	0.65	0.00	2.66	3.38	31.97	3.19	3.46	33.90	2.76	3.88	31.92	0.00	0.0000	0.0000	0.5131	50.82	101.53	106.07	121.07	350.17	615.36	971.49	1113.42	1026.05	866.79	368.48	112.76	29.89	
1	3.00	6.00	0.68	0.00	2.76	3.88	31.92	3.19	3.46	33.90	3.29	3.94	33.85	0.00	0.0000	0.0000	0.4934	46.64	149.60	137.90	59.26	175.39	264.42	948.09	1039.02	992.75	486.97	140.12	110.91	59.07	
1	3.00	6.00	0.73	0.00	3.19	3.46	33.90	3.72	3.54	35.82	3.29	3.94	33.85	0.00	0.0000	0.0000	0.4912	49.96	241.29	124.65	111.59	522.89	723.69	552.63	1058.64	895.18	136.34	110.80	134.85	53.09	
1	3.00	6.00	0.76	0.00	3.29	3.94	33.85	3.72	3.54	35.82	3.81	3.98	35.78	0.00	0.0000	0.0000	0.4507	51.05	297.25	120.77	81.09	407.10	888.15	922.74	986.81	885.91	145.96	143.42	89.47	23.83	
1	3.00	6.00	0.81	0.00	3.72	3.54	35.82	4.24	3.63	37.75	3.81	3.98	35.78	0.00	0.0000	0.0000	0.4511	83.71	70.81	75.42	121.53	109.18	821.63	981.49	606.71	721.13	113.43	135.75	76.62	20.40	
1	3.00	6.00	0.84	0.00	3.81	3.98	35.78	4.24	3.63	37.75	4.31	3.95	37.72	0.00	0.0000	0.0000	0.3291	69.99	135.19	186.04	99.93	126.60	862.09	965.28	788.22	1090.07	99.93	134.36	61.25	51.27	
1	3.00	6.00	0.89	0.00	4.24	3.63	37.75	4.77	3.71	39.68	4.31	3.95	37.72	0.00	0.0000	0.0000	0.3294	63.26	104.91	134.24	305.56	172.48	407.71	998.86	1156.50	843.29	409.03	134.24	78.68	79.16	
1	3.00	6.00	0.92	0.00	4.31	3.95	37.72	4.77	3.71	39.68	4.80	3.86	39.66	0.00	0.0000	0.0000	0.1534	50.01	225.37	110.91	169.41	74.10	100.55	1079.63	750.14	693.13	857.45	177.46	112.68	40.01	
1	3.00	6.00	0.97	0.00	4.77	3.71	39.68	5.16	3.77	41.08	4.80	3.86	39.66	0.00	0.0000	0.0000	0.1121	68.39	128.41	151.68	466.90	168.90	103.13	875.24	285.56	524.61	437.87	60.67	102.73	109.43	
1	3.00	6.00	0.34	0.00	0.55	3.05	24.26	1.07	3.13	26.19	0.45	2.62	24.30	0.00	0.0000	0.0000	0.4434	41.52	103.94	115.09	327.76	596.44	861.99	989.80	807.16	1048.96	585.83	270.78	84.45	44.98	
1	3.00	6.00	0.37	0.00	0.45	2.62	24.30	1.07	3.13	26.19	0.97	2.64	26.24	0.00	0.0000	0.0000	0.5044	30.41	79.93	115.73	290.44	609.61	854.00	938.54	1228.37	977.30	699.94	393.75	97.06	42.57	
1	3.00	6.00	0.42	0.00	1.07	3.13	26.19	1.60	3.21	28.11	0.97	2.64	26.24	0.00	0.0000	0.0000	0.5009	42.87	51.74	82.59	224.43	352.31	612.58	902.83	930.99	853.95	661.87	270.11	57.49	36.75	
1	3.00	6.00	0.45	0.00	0.97	2.64	26.24	1.60	3.21	28.11	1.49	2.69	28.17	0.00	0.0000	0.0000	0.5345	43.05	86.21	83.77	125.31	248.48	363.90	1043.78	968.52	752.95	599.81	92.18	197.78	37.31	
1	3.00	6.00	0.50	0.00	1.60	3.21	28.11	2.13	3.30	30.04	1.49	2.69	28.17	0.00	0.0000	0.0000	0.5358	31.49	69.88	57.14	188.62	234.85	93.53	1012.83	1015.97	961.44	703.64	116.33	146.51	51.53	
1	3.00	6.00	0.52	0.00	1.49	2.69	28.17	2.13	3.30	30.04	2.02	2.78	30.09	0.00	0.0000	0.0000	0.5322	37.47	185.87	83.10	316.49	511.11	65.19	983.76	1064.07	1016.65	352.32	288.27	178.45	54.76	
1	3.00	6.00	0.58	0.00	2.13	3.30	30.04	2.66	3.38	31.97	2.02	2.78	30.09	0.00	0.0000	0.0000	0.5347	31.56	270.64	69.99	208.78	624.75	363.78	1069.06	1092.41	1093.63	817.46	561.96	227.55	20.08	
1	3.00	6.00	0.60	0.00	2.02	2.78	30.09	2.66	3.38	31.97	2.55	2.88	32.02	0.00	0.0000	0.0000	0.5154	44.64	241.66	115.40	142.59	662.83	627.64	899.57	969.33	1056.02	722.87	551.06	293.46	41.67	
1	3.00	6.00	0.65	0.00	2.66	3.38	31.97	3.19	3.46	33.90	2.55	2.88	32.02	0.00	0.0000	0.0000	0.5152	26.80	72.67	146.33	106.40	337.52	580.68	934.03	1044.53	944.54	885.40	453.71	141.77	50.62	
1	3.00	6.00	0.68	0.00	2.55	2.88	32.02	3.19	3.46	33.90	3.09	2.98	33.94	0.00	0.0000	0.0000	0.4910	68.72	82.11	124.70	163.73	175.01	375.58	674.35	1090.45	863.45	896.72	215.66	76.25	43.73	
1	3.00	6.00	0.73	0.00	3.19	3.46	33.90	3.72	3.54	35.82	3.09	2.98	33.94	0.00	0.0000	0.0000	0.4903	65.70	200.19	152.65	126.72	152.11	714.20	734.42	944.02	361.19	589.41	145.71	99.87	56.32	
1	3.00	6.00	0.76	0.00	3.09	2.98	33.94	3.72	3.54	35.82	3.63	3.11	35.87	0.00	0.0000	0.0000	0.4440	38.85	273.45	84.28	124.36	93.85	812.04	1096.60	138.92	602.79	550.28	30.65	38.92	65.64	
1	3.00	6.00	0.81	0.00	3.72	3.54	35.82	4.24	3.63	37.75	3.63	3.11	35.87	0.00	0.0000	0.0000	0.4423	43.32	466.65	115.36	149.62	154.16	774.20	974.61	113.30	376.00	156.98	107.67	179.23	65.89	
1	3.00	6.00	0.84	0.00	3.63	3.11	35.87	4.24	3.63	37.75	4.18	3.31	37.78	0.00	0.0000	0.0000	0.3260	61.10	160.62	135.67	413.38	197.55	596.69	673.53	690.36	250.20	123.32	114.79	179.09	47.06	
1	3.00	6.00	0.89	0.00	4.24	3.63	37.75	4.77	3.71	39.68	4.18	3.31	37.78	0.00	0.0000	0.0000	0.3275	65.16	515.31	72.72	410.28	150.39	176.59	523.77	944.35	1049.36	444.98	41.55	507.31	51.53	
1	3.00	6.00	0.92	0.00	4.18	3.31	37.78	4.77	3.71	39.68	4.74	3.56	39.69	0.00	0.0000	0.0000	0.1527	48.82	303.13	133.62	393.23	148.79	100.95	843.75	1046.20	907.40	812.99	200.43	282.58	50.21	
1	3.00	6.00	0.97	0.00	4.77	3.71	39.68	5.16	3.77	41.08	4.74	3.56	39.69	0.00	0.0000	0.0000	0.1114	96.35	415.50	91.58	371.46	67.98	103.78	1450.92	848.70	300.60	1216.32	122.10	572.88	27.53	
1	5.00	2.00	0.59	0.00	6.41	0.71	58.95	6.44	0.78	60.95	6.21	0.06	58.98	0.00	0.0000	0.0000	0.6812	206.38	635.36	692.52	508.36	513.66	695.99	850.18	857.01	1009.90	839.50	677.38	466.79	114.84	
1	5.00	2.00	0.61	0.00	6.21	0.06	58.98	6.44	0.78	60.95	6.24	0.15	60.98	0.00	0.0000	0.0000	0.6624	153.80	653.79	674.58	550.98	511.98	744.85	920.72	900.59	1038.58	894.63	705.23	462.65	130.82	
1	5.00	2.00	0.65	0.00	6.44	0.78	60.95	6.47	0.85	62.95	6.24	0.15	60.98	0.00	0.0000	0.0000	0.6621	249.64	662.77	706.52	607.01	569.41	724.12	854.00	1011.59	1022.75	895.61	855.35	662.94	182.84	
1	5.00	2.00	0.66	0.00	6.24	0.15	60.98	6.47	0.85	62.95	6.28	0.24	62.98	0.00	0.0000	0.0000	0.6404	281.52	661.58	703.09	580.72	628.30	772.79	937.46	1033.90	984.28	948.85	771.98	549.72	207.92	
1	5.00	2.00	0.70	0.00	6.47	0.85	62.95	6.50	0.92	64.95	6.28	0.24	62.98	0.00	0.0000	0.0000	0.6400	304.13	752.73	722.15	574.70	535.79	793.11	1040.89	1074.75	1050.83	1080.05	770.67	473.51	225.39	
1	5.00	2.00	0.72	0.00	6.28	0.24	62.98	6.50	0.92	64.95	6.32	0.34	64.97	0.00	0.0000	0.0000	0.6053	315.60	783.39	784.05	656.61	546.76	790.11	1052.79	1161.86	1191.46	1044.73	916.93	570.75	240.54	
1	5.00	2.00	0.76	0.00	6.50	0.92	64.95	6.53	0.99	66.95	6.32	0.34	64.97	0.00	0.0000	0.0000	0.6081	303.48	762.21	854.35	749.83	657.43	966.04	1038.30	1258.10	1171.72	1130.21	836.48	724.93	257.12	
1	5.00	2.00	0.78	0.00	6.32	0.34	64.97	6.53	0.99	66.95	6.37	0.46	66.97	0.00	0.0000	0.0000	0.5549	318.83	877.23	870.87	800.42	760.25	1095.38	1058.11	1096.40	1267.69	1203.32	865.54	626.85	262.43	
1	5.00	2.00	0.82	0.00	6.53	0.99	66.95	6.57	1.06	68.95	6.37	0.46	66.97	0.00	0.0000	0.0000	0.5544	341.59	811.42	937.96	788.67	882.84	927.91	1344.67	1206.50	1342.91	1296.68	1159.64	668.50	298.29	
1	5.00	2.00	0.84	0.00	6.37	0.46	66.97	6.57	1.06	68.95	6.44	0.64	68.96	0.00	0.0000	0.0000	0.4384	438.37	1057.85	1024.68	989.00	887.20	1270.12	1057.63	1403.31	1373.95	1350.89	1147.33	729.57	388.62	
1	5.00	2.00	0.87	0.00	6.57	1.06	68.95	6.60	1.13	70.95	6.44	0.64	68.96	0.00	0.0000	0.0000	0.4400	436.77	1021.26	1018.45	1092.44	1046.17	1092.97	1330.27	1535.67	1578.23	1305.34	1054.36	819.12	385.43	
1	5.00	2.00	0.89	0.00	6.44	0.64	68.96	6.60	1.13	70.95	6.52	0.86	70.96	0.00	0.0000	0.0000	0.2828	571.84	944.05	1093.95	1048.19	1054.07	1275.10	1415.11	1459.60	1343.29	1335.09	1085.80	919.24	400.58	
1	5.00	2.00	0.93	0.00	6.60	1.13	70.95	6.63	1.20	72.94	6.52	0.86	70.96	0.00	0.0000	0.0000	0.2806	553.79	1167.94	1169.41	1137.41	994.84	1377.07	1281.67	1521.80	1664.35	1516.31	1383.34	1082.27	372.94	
1	5.00	2.00	0.95	0.00	6.52	0.86	70.96	6.63	1.20	72.94	6.60	1.10	72.95	0.00	0.0000	0.0000	0.1051	494.90	1369.19	1606.16	1390.22	972.71	2270.18	1653.46	1170.30	1706.69	1922.92	1185.58	1078.07	386.48	
1	5.00	2.00	0.99	0.00	6.63	1.20	72.94	6.65	1.24	74.03	6.60	1.10	72.95	0.00	0.0000	0.0000	0.0571	710.60	1237.22	1577.21	1919.28	1382.24	1552.20	1759.26	2066.03	2101.32	1549.38	1884.59	1274.06	540.38	
1	5.00	2.00	0.04	0.00	6.12	0.14	38.96	6.11	0.07	40.97	6.19	0.31	40.96	0.00	0.0000	0.0000	0.2539	78.54	204.17	214.36	129.54	221.45	524.32	576.82	720.49	238.71	784.80	147.38	170.14	84.58	
1	5.00	2.00	0.08	0.00	6.11	0.07	40.97	6.15	0.14	42.97	6.19	0.31	40.96	0.00	0.0000	0.0000	0.2534	54.48	516.29	174.53	230.76	279.36	438.78	585.11	757.06	209.29	458.10	134.25	344.92	78.70	
1	5.00	2.00	0.09	0.00	6.19	0.31	40.96	6.15	0.14	42.97	6.24	0.46	42.95	0.00	0.0000	0.0000	0.3323	73.85	441.64	122.83	199.13	167.40	473.74	620.22	715.49	182.37	530.01	214.95	306.31	55.39	
1	5.00	2.00	0.13	0.00	6.15	0.14	42.97	6.18	0.21	44.97	6.24	0.46	42.95	0.00	0.0000	0.0000	0.3332	64.45	467.23	91.89	309.51	335.74	388.00	711.71	779.56	216.02	729.70	122.52	324.38	64.45	
1	5.00	2.00	0.15	0.00	6.24	0.46	42.95	6.18	0.21	44.97	6.30	0.61	44.95	0.00	0.0000	0.0000	0.4192	47.57	444.95	113.60	308.89	177.88	516.29	638.92	796.33	171.68	636.02	137.94	294.61	65.86	
1	5.00	2.00	0.19	0.00	6.18	0.21	44.97	6.21	0.28	46.96	6.30	0.61	44.95	0.00	0.0000	0.0000	0.4163	97.56	468.86	163.43	329.60	340.08	485.75	662.07	759.25	136.49	665.90	106.23	248.27	84.75	
1	5.00	2.00	0.21	0.00	6.30	0.61	44.95	6.21	0.28	46.96	6.35	0.74	46.94	0.00	0.0000	0.0000	0.4798	54.35	373.53	249.28	269.89	194.89	480.13	618.54	797.11	134.21	680.88	148.88	262.87	105.50	
1	5.00	2.00	0.25	0.00	6.21	0.28	46.96	6.24	0.35	48.96	6.35	0.74	46.94	0.00	0.0000	0.0000	0.4816	113.64	155.49	277.76	338.84	394.99	542.40	608.22	727.69	180.91	754.26	328.12	143.52	89.18	
1	5.00	2.00	0.27	0.00	6.35	0.74	46.94	6.24	0.35	48.96	6.40	0.87	48.94	0.00	0.0000	0.0000	0.5455	106.96	168.96	578.00	312.57	213.11	488.13	308.32	783.28	250.01	762.67	640.17	195.36	81.55	
1	5.00	2.00	0.30	0.00	6.24	0.35	48.96	6.28	0.42	50.96	6.40	0.87	48.94	0.00	0.0000	0.0000	0.5449	160.44	369.80	549.62	346.44	368.89	552.34	584.56	805.35	208.57	589.97	657.58	221.93	95.72	
1	5.00	2.00	0.32	0.00	6.40	0.87	48.94	6.28	0.42	50.96	6.45	0.99	50.94	0.00	0.0000	0.0000	0.5961	182.24	457.80	460.76	273.75	308.38	584.44	328.08	796.30	254.18	646.14	453.04	337.64	69.48	
1	5.00	2.00	0.36	0.00	6.28	0.42	50.96	6.31	0.50	52.96	6.45	0.99	50.94	0.00	0.0000	0.0000	0.5957	167.88	511.27	433.48	421.19	274.83	479.86	473.58	550.02	241.65	396.65	506.62	351.90	74.68	
1	5.00	2.00	0.38	0.00	6.45	0.99	50.94	6.31	0.50	52.96	6.50	1.11	52.93	0.00	0.0000	0.0000	0.6377	174.48	524.38	580.64	342.50	334.89	570.54	328.19	752.32	231.68	577.36	635.54	326.23	84.19	
1	5.00	2.00	0.42	0.00	6.31	0.50	52.96	6.34	0.57	54.96	6.50	1.11	52.93	0.00	0.0000	0.0000	0.6400	156.13	594.83	490.01	398.94	375.07	462.33	217.98	799.55	236.73	291.19	535.96	356.11	124.62	
1	5.00	2.00	0.44	0.00	6.50	1.11	52.93	6.34	0.57	54.96	6.54	1.21	54.93	0.00	0.0000	0.0000	0.6721	182.27	477.22	641.14	411.92	328.98	547.01	259.46	833.71	293.06	224.10	635.92	331.69	139.21	
1	5.00	2.00	0.47	0.00	6.34	0.57	54.96	6.37	0.64	56.96	6.54	1.21	54.93	0.00	0.0000	0.0000	0.6717	214.97	575.41	606.96	374.13	346.13	598.60	213.49	796.35	379.97	272.04	638.82	391.96	125.61	
1	5.00	2.00	0.49	0.00	6.54	1.21	54.93	6.37	0.64	56.96	6.57	1.29	56.93	0.00	0.0000	0.0000	0.6814	195.57	589.49	584.31	406.35	402.36	624.48	315.48	873.36	300.22	257.44	598.32	411.37	139.58	
1	5.00	2.00	0.53	0.00	6.37	0.64	56.96	6.41	0.71	58.95	6.57	1.29	56.93	0.00	0.0000	0.0000	0.6779	221.18	532.27	629.07	452.15	437.08	719.96	282.79	963.14	696.55	464.11	605.44	435.10	142.56	
1	5.00	2.00	0.55	0.00	6.57	1.29	56.93	6.41	0.71	58.95	6.60	1.36	58.93	0.00	0.0000	0.0000	0.6780	214.68	594.79	527.02	413.19	365.27	743.07	677.85	862.87	431.44	467.68	672.37	433.52	126.70	
1	5.00	2.00	0.59	0.00	6.41	0.71	58.95	6.44	0.78	60.95	6.60	1.36	58.93	0.00	0.0000	0.0000	0.6780	204.24	566.19	543.85	520.99	492.90	652.09	553.29	906.61	819.73	784.92	653.27	374.05	167.43	
1	5.00	2.00	0.61	0.00	6.60	1.36	58.93	6.44	0.78	60.95	6.63	1.41	60.93	0.00	0.0000	0.0000	0.6586	250.16	630.93	795.43	492.52	422.01	620.84	920.55	814.39	637.31	843.09	735.79	402.92	170.02	
1	5.00	2.00	0.65	0.00	6.44	0.78	60.95	6.47	0.85	62.95	6.63	1.41	60.93	0.00	0.0000	0.0000	0.6588	227.33	664.95	619.81	608.27	564.74	803.39	808.12	847.48	959.83	944.53	796.05	512.50	197.23	
1	5.00	2.00	0.66	0.00	6.63	1.41	60.93	6.47	0.85	62.95	6.66	1.46	62.93	0.00	0.0000	0.0000	0.6395	218.11	698.53	752.81	593.59	493.87	673.72	935.54	957.46	1025.27	943.22	720.72	473.92	200.72	
1	5.00	2.00	0.70	0.00	6.47	0.85	62.95	6.50	0.92	64.95	6.66	1.46	62.93	0.00	0.0000	0.0000	0.6397	290.51	688.52	764.09	684.21	706.91	823.71	968.80	974.79	996.30	989.90	897.73	581.85	203.94	
1	5.00	2.00	0.72	0.00	6.66	1.46	62.93	6.50	0.92	64.95	6.68	1.50	64.93	0.00	0.0000	0.0000	0.6077	255.95	705.32	799.72	677.41	631.86	828.94	988.27	1119.21	1088.00	1045.30	775.35	572.81	229.49	
1	5.00	2.00	0.76	0.00	6.50	0.92	64.95	6.53	0.99	66.95	6.68	1.50	64.93	0.00	0.0000	0.0000	0.6081	276.04	785.47	950.18	774.53	669.89	923.60	1025.55	1093.27	1185.16	1092.84	1041.32	568.62	294.34	
1	5.00	2.00	0.78	0.00	6.68	1.50	64.93	6.53	0.99	66.95	6.70	1.52	66.93	0.00	0.0000	0.0000	0.5569	354.89	855.82	818.00	674.39	837.11	955.80	1085.03	1118.17	1105.77	1075.18	884.02	635.95	252.87	
1	5.00	2.00	0.82	0.00	6.53	0.99	66.95	6.57	1.06	68.95	6.70	1.52	66.93	0.00	0.0000	0.0000	0.5574	353.49	971.97	867.01	850.03	738.62	1090.51	1109.52	1382.00	1341.48	1238.74	963.47	708.13	273.58	
1	5.00	2.00	0.84	0.00	6.70	1.52	66.93	6.57	1.06	68.95	6.70	1.48	68.93	0.00	0.0000	0.0000	0.4393	392.56	971.16	999.47	844.75	902.73	951.75	1319.02	1347.94	1269.16	1308.50	1099.89	702.52	297.94	
1	5.00	2.00	0.87	0.00	6.57	1.06	68.95	6.60	1.13	70.95	6.70	1.48	68.93	0.00	0.0000	0.0000	0.4404	389.40	943.08	998.38	858.27	1112.73	1139.17	1276.94	1405.74	1439.26	1129.97	1024.05	949.20	321.55	
1	5.00	2.00	0.89	0.00	6.70	1.48	68.93	6.60	1.13	70.95	6.68	1.41	70.93	0.00	0.0000	0.0000	0.2905	414.76	1245.33	1129.18	1162.91	1002.09	1201.49	1536.78	1646.53	1464.18	1362.61	1404.20	935.43	367.54	
1	5.00	2.00	0.93	0.00	6.60	1.13	70.95	6.63	1.20	72.94	6.68	1.41	70.93	0.00	0.0000	0.0000	0.2905	503.17	1192.96	1106.01	1172.63	1195.53	1546.38	1650.47	1792.32	1785.92	1601.47	1193.65	905.59	463.19	
1	5.00	2.00	0.95	0.00	6.68	1.41	70.93	6.63	1.20	72.94	6.66	1.31	72.94	0.00	0.0000	0.0000	0.1146	554.42	1062.06	1355.06	1473.97	1217.96	1208.43	1501.48	1242.07	1764.40	2054.98	1389.54	1322.74	485.20	
1	5.00	2.00	0.99	0.00	6.63	1.20	72.94	6.65	1.24	74.03	6.66	1.31	72.94	0.00	0.0000	0.0000	0.0621	557.50	1360.68	1841.82	1058.54	1645.86	2042.22	2024.68	1918.15	1992.52	1966.31	1576.95	1120.63	678.63	
1	5.00	4.00	0.09	0.00	3.87	0.51	26.05	3.61	1.03	27.97	3.71	0.35	26.07	0.00	0.0000	0.0000	0.2278	53.86	113.76	119.44	924.44	835.89	640.25	329.90	230.33	66.50	176.43	134.37	88.48	47.13	
1	5.00	4.00	0.11	0.00	3.71	0.35	26.07	3.61	1.03	27.97	3.38	0.80	28.00	0.00	0.0000	0.0000	0.3278	56.16	87.86	93.40	1256.59	882.21	581.63	323.91	230.67	92.45	122.64	51.89	61.51	84.23	
1	5.00	4.00	0.16	0.00	3.61	1.03	27.97	3.35	1.54	29.88	3.38	0.80	28.00	0.00	0.0000	0.0000	0.3257	51.81	44.22	125.35	940.77	753.83	597.25	189.58	400.59	93.05	170.77	62.67	106.12	32.97	
1	5.00	4.00	0.18	0.00	3.38	0.80	28.00	3.35	1.54	29.88	3.07	1.26	29.92	0.00	0.0000	0.0000	0.3973	65.63	108.73	119.86	940.66	810.62	499.23	117.05	222.38	269.02	443.32	188.36	50.74	65.63	
1	5.00	4.00	0.23	0.00	3.35	1.54	29.88	3.09	2.06	31.80	3.07	1.26	29.92	0.00	0.0000	0.0000	0.3992	76.85	200.62	68.17	755.31	936.67	634.27	208.38	301.55	323.20	137.31	93.73	101.00	65.32	
1	5.00	4.00	0.25	0.00	3.07	1.26	29.92	3.09	2.06	31.80	2.76	1.74	31.84	0.00	0.0000	0.0000	0.4620	43.16	507.93	295.26	150.30	890.10	421.02	329.90	230.42	131.19	257.45	147.27	118.45	63.09	
1	5.00	4.00	0.29	0.00	3.09	2.06	31.80	2.83	2.57	33.71	2.76	1.74	31.84	0.00	0.0000	0.0000	0.4600	43.35	867.76	355.45	63.55	662.84	150.18	293.69	333.87	219.75	644.92	192.03	131.48	70.02	
1	5.00	4.00	0.32	0.00	2.76	1.74	31.84	2.83	2.57	33.71	2.46	2.21	33.76	0.00	0.0000	0.0000	0.5181	76.97	501.84	1074.44	162.22	286.71	493.84	245.79	294.14	509.21	273.40	693.42	100.05	62.17	
1	5.00	4.00	0.36	0.00	2.83	2.57	33.71	2.57	3.09	35.63	2.46	2.21	33.76	0.00	0.0000	0.0000	0.5202	69.45	116.26	501.62	161.57	867.11	602.41	322.76	268.45	530.15	213.04	725.43	188.23	67.82	
1	5.00	4.00	0.38	0.00	2.46	2.21	33.76	2.57	3.09	35.63	2.17	2.69	35.68	0.00	0.0000	0.0000	0.5679	78.01	101.89	842.94	162.29	853.36	589.98	383.92	329.47	550.29	96.53	750.37	106.96	64.83	
1	5.00	4.00	0.43	0.00	2.57	3.09	35.63	2.31	3.60	37.54	2.17	2.69	35.68	0.00	0.0000	0.0000	0.5662	70.44	570.65	998.21	831.48	872.85	621.62	262.82	361.88	598.77	135.55	689.63	357.19	65.02	
1	5.00	4.00	0.45	0.00	2.17	2.69	35.68	2.31	3.60	37.54	1.89	3.18	37.60	0.00	0.0000	0.0000	0.5972	66.78	809.88	1170.14	1070.97	823.13	529.24	365.51	285.49	549.62	348.68	733.36	542.29	56.51	
1	5.00	4.00	0.50	0.00	2.31	3.60	37.54	2.05	4.12	39.46	1.89	3.18	37.60	0.00	0.0000	0.0000	0.5988	79.41	837.44	1038.37	1130.47	912.85	389.19	319.24	288.68	564.16	280.62	637.75	530.36	56.36	
1	5.00	4.00	0.52	0.00	1.89	3.18	37.60	2.05	4.12	39.46	1.62	3.70	39.51	0.00	0.0000	0.0000	0.6025	86.56	518.89	1076.98	1032.55	846.35	558.54	429.17	261.82	568.95	673.59	707.24	304.83	91.89	
1	5.00	4.00	0.56	0.00	2.05	4.12	39.46	1.79	4.63	41.37	1.62	3.70	39.51	0.00	0.0000	0.0000	0.6013	81.63	214.18	1083.84	1046.07	934.23	596.13	269.79	387.56	525.97	736.35	757.54	213.26	83.13	
1	5.00	4.00	0.59	0.00	1.62	3.70	39.51	1.79	4.63	41.37	1.37	4.22	41.43	0.00	0.0000	0.0000	0.5914	62.25	146.09	1070.46	1023.82	794.77	575.53	339.84	340.43	578.62	711.61	709.92	136.35	64.84	
1	5.00	4.00	0.63	0.00	1.79	4.63	41.37	1.53	5.15	43.29	1.37	4.22	41.43	0.00	0.0000	0.0000	0.5918	75.17	111.94	1059.24	993.67	397.26	583.70	290.28	344.22	541.86	704.33	786.08	136.27	72.58	
1	5.00	4.00	0.65	0.00	1.37	4.22	41.43	1.53	5.15	43.29	1.13	4.75	43.34	0.00	0.0000	0.0000	0.5668	64.95	162.59	1076.00	1024.47	272.94	706.66	289.85	348.38	559.01	662.27	719.78	147.34	83.89	
1	5.00	4.00	0.70	0.00	1.53	5.15	43.29	1.27	5.66	45.20	1.13	4.75	43.34	0.00	0.0000	0.0000	0.5662	51.48	188.22	1082.33	1096.70	539.61	544.63	310.26	373.41	604.42	736.18	738.67	188.22	67.73	
1	5.00	4.00	0.72	0.00	1.13	4.75	43.34	1.27	5.66	45.20	0.89	5.29	45.25	0.00	0.0000	0.0000	0.5325	110.35	156.84	1021.11	504.59	937.36	648.65	395.37	327.41	532.15	726.31	710.97	129.80	80.66	
1	5.00	4.00	0.77	0.00	1.27	5.66	45.20	1.01	6.18	47.12	0.89	5.29	45.25	0.00	0.0000	0.0000	0.5343	97.38	226.37	1051.48	246.20	864.35	675.28	339.86	292.43	558.67	813.46	694.76	123.96	106.21	
1	5.00	4.00	0.79	0.00	0.89	5.29	45.25	1.01	6.18	47.12	0.68	5.85	47.16	0.00	0.0000	0.0000	0.4683	87.58	271.05	355.45	672.48	966.99	628.66	383.92	331.12	582.07	783.42	306.01	172.19	75.33	
